user_id,item_id,rating,timestamp,user_id_idx,item_id_idx
770,250,5,875971902,769,249
169,331,5,891268491,168,329
327,143,4,888251408,326,142
85,1101,4,879454046,84,1086
548,264,4,891043547,547,263
279,456,3,875296924,278,449
280,86,4,891700475,279,85
653,87,4,878854332,652,86
537,718,4,886029771,536,710
297,211,4,875240090,296,210
458,32,4,886395963,457,31
785,50,5,879439021,784,49
542,12,4,886533774,541,11
661,313,4,886829961,660,312
748,189,4,879454749,747,188
641,483,5,879370259,640,476
542,179,4,886532571,541,178
922,1,5,891448551,921,0
283,71,4,879297965,282,70
552,748,4,879220651,551,740
160,161,3,876861185,159,160
184,183,4,889908630,183,182
682,742,3,888519738,681,734
425,358,4,890346630,424,356
297,498,3,875239018,296,491
922,449,4,891447802,921,442
896,121,3,887159343,895,120
787,310,5,888979007,786,309
600,562,3,888452564,599,555
399,204,3,882342061,398,203
6,475,5,883599478,5,468
441,1,5,891035468,440,0
87,180,4,879875649,86,179
866,306,4,891221165,865,305
456,484,4,881373983,455,477
588,393,4,890026939,587,391
308,88,4,887740568,307,87
130,271,5,879352077,129,270
468,246,5,875280352,467,245
330,747,3,876546498,329,739
210,56,5,887730264,209,55
776,355,3,892210668,775,353
231,313,3,888604920,230,312
864,367,5,888890316,863,365
331,491,3,877196383,330,484
311,232,3,884364812,310,231
299,274,3,877878339,298,273
758,286,5,880672230,757,285
807,230,4,892530216,806,229
804,226,4,879445372,803,225
453,272,5,887941892,452,271
857,294,3,883432251,856,293
322,313,5,887314417,321,312
686,135,5,879547276,685,134
757,576,3,888469012,756,569
236,57,5,890116575,235,56
908,204,4,879722427,907,203
756,421,4,874829637,755,419
354,423,4,891217575,353,421
85,1098,4,879828912,84,1083
429,162,4,882386378,428,161
804,24,5,879443776,803,23
620,859,4,889987657,619,845
373,79,4,877098979,372,78
71,346,4,885016248,70,344
295,65,5,879517655,294,64
234,238,3,892079040,233,237
573,519,4,885844567,572,512
707,1381,3,880061346,706,1332
815,127,3,878691739,814,126
145,742,4,875270616,144,734
899,180,3,884121308,898,179
85,697,3,879829471,84,689
608,961,4,880405431,607,946
897,161,5,879993309,896,160
453,684,3,888205336,452,676
562,148,5,879195442,561,147
533,739,5,882902988,532,731
234,237,3,892336021,233,236
805,665,4,881684185,804,657
293,663,3,888906516,292,655
421,498,4,892241344,420,491
883,549,4,891696782,882,542
184,216,4,889908539,183,215
543,96,4,875665787,542,95
416,132,4,876699652,415,131
203,477,4,880434755,202,470
250,89,4,878092144,249,88
374,203,3,880937735,373,202
230,431,3,880485254,229,428
387,187,4,886483049,386,186
438,619,4,879868159,437,611
207,841,3,876018501,206,830
717,405,3,884642738,716,403
559,196,5,891033805,558,195
279,226,4,880850073,278,225
255,831,4,883216902,254,820
527,154,3,879455814,526,153
62,514,3,879374813,61,507
144,524,5,888105081,143,517
429,186,4,882385294,428,185
60,64,4,883325994,59,63
13,840,3,886261387,12,829
599,278,3,880953441,598,277
19,294,3,885412034,18,293
110,578,3,886988536,109,571
343,515,4,876402626,342,508
303,168,5,879467223,302,167
768,25,4,880136157,767,24
593,735,4,886193600,592,727
417,642,5,879647947,416,634
16,657,5,877723882,15,649
64,693,3,889737654,63,685
541,121,3,883871695,540,120
25,197,3,885852059,24,196
934,405,5,891189819,933,403
391,646,4,877399066,390,638
861,170,5,881274672,860,169
751,70,4,889297870,750,69
247,258,5,893097024,246,257
934,212,4,891194802,933,211
130,144,5,875216717,129,143
104,50,5,888465972,103,49
934,297,5,891189969,933,296
221,566,3,875246308,220,559
524,467,4,884635287,523,460
262,427,4,879791999,261,424
727,684,4,883710948,726,676
716,673,4,879797535,715,665
747,202,4,888733047,746,201
56,755,3,892910207,55,747
738,89,5,892844112,737,88
666,339,4,880138999,665,337
567,811,4,882426210,566,801
707,279,3,886285627,706,278
601,419,4,876351263,600,417
621,109,4,880737607,620,108
738,511,4,875349584,737,504
450,642,4,882397939,449,634
655,1176,4,888474934,654,1159
608,461,4,880406507,607,454
43,191,5,875981247,42,190
295,70,5,879517779,294,69
10,432,4,877892160,9,429
712,568,5,874730491,711,561
734,173,3,891025247,733,172
472,200,4,875981158,471,199
867,228,5,880078958,866,227
334,521,4,891548835,333,514
259,750,4,888630424,258,742
251,813,3,886272086,250,803
579,433,3,880952237,578,430
397,174,5,885349999,396,173
101,282,3,877135883,100,281
198,217,4,884208273,197,216
801,355,3,890332929,800,353
11,722,3,891905349,10,714
249,248,5,879571695,248,247
838,419,5,887066989,837,417
593,313,4,888871903,592,312
207,174,4,877750843,206,173
747,661,5,888639642,746,653
334,14,3,891544810,333,13
627,518,4,879530146,626,511
521,176,4,884477820,520,175
178,111,4,882823905,177,110
551,7,5,892777638,550,6
369,316,5,889428641,368,314
864,215,4,888888994,863,214
178,228,5,882826556,177,227
694,300,4,875726453,693,299
897,180,5,879991007,896,179
556,319,3,882135437,555,317
385,745,4,879443352,384,737
406,72,3,880131954,405,71
535,60,5,879618613,534,59
297,183,4,875238984,296,182
497,258,4,878759351,496,257
495,229,3,888634918,494,228
264,709,5,886123727,263,701
848,238,4,887046329,847,237
198,82,3,884209451,197,81
787,302,3,888979123,786,301
344,537,4,884814432,343,530
646,288,3,888529127,645,287
580,455,4,884125492,579,448
630,934,3,885667624,629,919
264,219,5,886122447,263,218
758,1025,3,881295176,757,1010
536,229,4,882361142,535,228
826,820,3,885690250,825,810
629,234,4,880117215,628,233
22,999,4,878886902,21,984
588,655,3,890025864,587,647
607,487,4,883879213,606,480
721,215,4,877141373,720,214
790,722,3,885157686,789,714
354,710,4,891217340,353,702
58,474,4,884305087,57,467
458,1338,3,886395393,457,1308
276,876,3,885537717,275,862
551,684,5,892783212,550,676
334,235,3,891545293,333,234
795,173,4,880567884,794,172
374,254,3,880394000,373,253
500,517,4,883873839,499,510
711,1014,4,886030873,710,999
292,607,4,881105625,291,599
417,157,4,879647966,416,156
286,628,4,875806800,285,620
395,210,5,883763136,394,209
363,184,3,891494725,362,183
107,340,5,891264356,106,338
934,510,5,891193751,933,503
419,494,3,879435749,418,487
417,475,4,879646437,416,468
594,276,3,874783470,593,275
393,273,3,889727768,392,272
117,748,3,880124378,116,740
663,294,3,889491811,662,293
391,188,3,877399658,390,187
450,277,3,882397223,449,276
883,49,3,891694636,882,48
899,255,4,884120149,898,254
453,652,3,877554443,452,644
151,632,4,879528779,150,624
72,81,3,880036876,71,80
87,585,4,879877008,86,578
406,713,4,879539855,405,705
264,606,5,886122099,263,598
187,1119,3,879465683,186,1104
104,181,5,888465972,103,180
711,228,3,879993997,710,227
308,436,4,887739257,307,433
57,682,3,883696824,56,674
429,498,5,882384796,428,491
447,27,3,878856601,446,26
72,212,5,880036946,71,211
892,96,4,886608977,891,95
579,435,5,880952038,578,432
555,301,4,879962096,554,300
2,305,3,888550065,1,304
189,124,5,893264048,188,123
584,114,4,885778238,583,113
244,209,4,880605485,243,208
254,504,3,886472115,253,497
777,527,4,875980306,776,520
324,411,5,880575589,323,409
194,28,5,879522324,193,27
694,196,5,875727226,693,195
348,742,4,886523078,347,734
339,654,5,891032150,338,646
34,312,4,888602742,33,311
615,303,5,879447530,614,302
514,136,4,875462867,513,135
328,1313,4,888641949,327,1290
764,252,3,876244023,763,251
792,926,3,877909798,791,911
251,183,5,886271733,250,182
341,880,5,890757997,340,866
767,724,4,891462658,766,716
374,181,3,880392846,373,180
344,463,4,884901210,343,456
803,303,4,880054629,802,302
663,288,4,889491617,662,287
147,286,5,885594040,146,285
864,178,4,888887248,863,177
90,489,5,891384357,89,482
807,431,4,892528062,806,428
472,202,5,875979737,471,201
425,823,3,878738757,424,813
885,71,4,885714820,884,70
222,282,4,877563227,221,281
161,523,3,891170686,160,516
916,561,3,880845227,915,554
169,258,5,891268552,168,257
142,189,4,888640317,141,188
263,495,5,891298977,262,488
130,1278,5,876251127,129,1260
758,270,4,889062124,757,269
758,489,5,881975687,757,482
255,447,3,883216599,254,440
864,124,5,877214158,863,123
538,956,3,877107914,537,941
824,325,4,877021121,823,323
207,129,3,877751037,206,128
271,64,5,885848863,270,63
286,81,3,889652601,285,80
266,100,5,892257865,265,99
846,748,3,883946477,845,740
764,143,5,876245331,763,142
447,926,3,878854438,446,911
201,587,4,884140975,200,580
286,91,4,877532470,285,90
269,182,4,891447961,268,181
529,327,4,882535353,528,325
276,143,5,874792870,275,142
933,50,4,874854383,932,49
222,121,3,877564031,221,120
472,411,4,875979113,471,409
709,295,3,879847731,708,294
484,1016,4,883402866,483,1001
853,1280,4,879365091,852,1262
389,81,3,880086972,388,80
174,248,5,886433981,173,247
830,511,5,891561673,829,504
788,194,4,880870052,787,193
887,284,4,881378669,886,283
835,197,5,891033889,834,196
693,197,3,875482197,692,196
628,305,5,880776981,627,304
416,312,3,885114480,415,311
109,403,5,880581719,108,401
621,271,5,880226633,620,270
463,270,3,889936535,462,269
275,393,3,880314772,274,391
918,196,3,891987267,917,195
303,742,4,879484899,302,734
883,52,3,891693169,882,51
392,302,5,891037385,391,301
880,174,4,880167670,879,173
224,147,3,888103646,223,146
6,499,4,883602283,5,492
215,480,5,891436543,214,473
478,168,4,889388697,477,167
221,56,5,875245592,220,55
379,97,3,882563752,378,96
308,705,5,887737837,307,697
769,222,4,885423824,768,221
541,210,5,883865575,540,209
559,188,5,891034609,558,187
682,144,3,888522418,681,143
807,8,4,892528374,806,7
207,180,3,879665352,206,179
882,616,4,879879807,881,608
846,550,4,883949156,845,543
416,451,5,893212623,415,444
94,50,5,891720996,93,49
880,779,3,880167965,879,770
256,1028,4,882151690,255,1013
285,194,4,890595777,284,193
314,399,3,877889359,313,397
429,1119,3,882387653,428,1104
11,386,3,891905279,10,384
436,928,4,887770547,435,913
622,1203,3,882669645,621,1186
759,756,4,875227922,758,748
58,511,5,884304979,57,504
44,7,5,878341246,43,6
130,739,5,876252420,129,731
535,707,4,879618809,534,699
889,1487,3,880182871,888,1426
234,671,3,892336257,233,663
324,276,5,880575531,323,275
642,463,3,885602232,641,456
52,13,5,882922485,51,12
835,1673,3,891034023,834,1539
664,708,4,876525077,663,700
889,144,4,880178224,888,143
193,941,4,889124890,192,926
90,223,4,891383912,89,222
450,481,5,882373231,449,474
378,40,3,880333653,377,39
416,655,5,893213103,415,647
408,327,5,889679982,407,325
766,504,3,891309484,765,497
435,778,4,884131844,434,769
585,1475,3,891283681,584,1416
459,186,4,879566321,458,185
577,399,4,880475269,576,397
405,1227,3,885546635,404,1210
457,679,4,882547723,456,671
311,655,4,884365406,310,647
894,32,4,882404137,893,31
44,109,3,878346431,43,108
308,223,4,887737130,307,222
230,1050,3,880485136,229,1035
268,161,3,875744199,267,160
760,1135,4,875668968,759,1120
327,603,4,887745661,326,595
133,304,3,890588639,132,303
109,230,5,880579107,108,229
734,496,5,891025523,733,489
929,483,4,879640036,928,476
710,181,3,882064160,709,180
770,258,5,875971568,769,257
233,381,4,877665125,232,379
321,531,4,879440294,320,524
454,497,3,881959876,453,490
291,844,5,874805804,290,833
416,399,4,878879497,415,397
518,124,3,876823071,517,123
95,483,3,879198697,94,476
326,397,3,879876975,325,395
854,499,4,882813537,853,492
773,710,3,888539366,772,702
378,1180,3,880334269,377,1163
184,175,3,889908985,183,174
194,86,3,879520991,193,85
117,249,4,880125911,116,248
486,1,4,879874870,485,0
299,531,3,877880350,298,524
804,1065,3,879441727,803,1050
179,917,3,892151231,178,902
850,584,4,883195276,849,577
804,1291,3,879444115,803,1271
663,948,4,889492258,662,933
244,80,3,880607489,243,79
344,39,3,884901290,343,38
405,731,3,885546202,404,723
648,205,3,884628607,647,204
647,77,4,876533851,646,76
237,211,4,879376515,236,210
487,49,4,884036466,486,48
